"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.701155667E0,-1.431930196E0,-5.052842170E-2,-1.208614798E0,1.874493781E0
2.711137667E0,-1.978869685E0,-5.237416841E-1,-1.135414090E0,2.340810914E0
2.721118667E0,-2.496794413E0,-7.354133758E-1,-9.895845312E-1,2.784617158E0
2.731100667E0,-2.564745783E0,-6.849972206E-1,-9.593047249E-1,2.822659682E0
2.741082667E0,-2.329930665E0,-6.073394725E-1,-7.614700305E-1,2.525326662E0
2.751064667E0,-2.261678748E0,-5.754047580E-1,-4.599215180E-1,2.378614975E0
2.761046667E0,-2.060126394E0,-4.504383574E-1,-1.989415723E-1,2.118157979E0
2.771027667E0,-1.652300937E0,-2.516720554E-1,-6.699915111E-2,1.672700241E0
2.781009667E0,-1.150911550E0,-2.540337458E-2,-3.991017044E-2,1.151883479E0
2.790991667E0,-1.114969300E0,1.607808888E-1,-2.508338571E-2,1.126781350E0
2.800973667E0,-1.260253313E0,3.396976478E-1,7.398832798E-2,1.307328259E0
2.810955667E0,-1.260477846E0,4.305148472E-1,3.356284243E-1,1.373606157E0
2.820936667E0,-1.136819760E0,4.149564296E-1,6.328505820E-1,1.365667553E0
2.830918667E0,-8.414681268E-1,3.967731969E-1,9.887752765E-1,1.357635491E0
2.840900667E0,-8.369950068E-1,-2.998409794E-1,1.099908042E0,1.414306528E0
2.850882667E0,-1.025970585E0,-1.359047869E0,1.404994120E0,2.207631135E0
2.860864667E0,-9.571862787E-1,-1.407982193E0,2.042803726E0,2.659260516E0
2.870845667E0,-1.023513585E0,-1.155696765E0,2.671932555E0,3.085844884E0
2.880827667E0,-1.234226187E0,-8.945613565E-1,3.332928709E0,3.664964950E0
2.890809667E0,-1.438263023E0,-5.137256961E-1,3.550429344E0,3.864979061E0
2.900791667E0,-1.067146677E0,-1.573069118E-1,3.322555164E0,3.493267856E0
2.910773667E0,-5.720231670E-1,-1.196803714E-1,3.038440125E0,3.094131912E0
2.920755667E0,-1.349876511E-1,-1.276186245E-1,2.728143593E0,2.734460759E0
2.930736667E0,1.786950034E-1,-1.038354403E-1,2.398971664E0,2.407857709E0
2.940718667E0,5.955447614E-1,3.067230061E-2,1.977882675E0,2.065825314E0
2.950700667E0,8.481316137E-1,2.547361426E-2,1.336263608E0,1.582901314E0
2.960682667E0,9.516752779E-1,-9.247269228E-2,7.662255710E-1,1.225291255E0
2.970664667E0,8.674081296E-1,-1.054071718E-1,3.380825007E-1,9.369137166E-1
2.980645667E0,4.928360796E-1,-9.049721047E-2,1.261536777E-1,5.167125863E-1
2.990627667E0,-3.204332650E-2,-9.829608053E-2,7.379770875E-2,1.270236043E-1
3.000609667E0,-5.553071469E-1,-6.010236025E-2,2.236209154E-1,6.016515893E-1
3.010591667E0,-1.047856128E0,1.159046781E-1,2.260913640E-1,1.078217819E0
3.020573667E0,-9.875771821E-1,-1.412516271E-1,2.172532976E-2,9.978640702E-1
3.030554667E0,-8.716350818E-1,-4.722265448E-1,7.789485276E-2,9.943908856E-1
3.040536667E0,-4.119030136E-1,-8.650728978E-1,7.431577206E-2,9.610088684E-1
